,Date,State,Confirmed
2934,2020-06-18,Tripura,1135
2935,2020-06-18,Uttarakhand,2023
2936,2020-06-18,Uttar Pradesh,14598
2937,2020-06-18,West Bengal,12300
2938,2020-06-19,Andaman and Nicobar Islands,44
2939,2020-06-19,Andhra Pradesh,7518
2940,2020-06-19,Arunachal Pradesh,103
2941,2020-06-19,Assam,4777
2942,2020-06-19,Bihar,7025
2943,2020-06-19,Chandigarh,374
2944,2020-06-19,Chhattisgarh,1946
2945,2020-06-19,Dadra and Nagar Haveli and Daman and Diu,58
2946,2020-06-19,Delhi,49979
2947,2020-06-19,Goa,705
2948,2020-06-19,Gujarat,25601
2949,2020-06-19,Haryana,9218
2950,2020-06-19,Himachal Pradesh,595
2951,2020-06-19,Jammu and Kashmir,5555
2952,2020-06-19,Jharkhand,1920
2953,2020-06-19,Karnataka,7944
2954,2020-06-19,Kerala,2794
2955,2020-06-19,Ladakh,687
2956,2020-06-19,Madhya Pradesh,11426
2957,2020-06-19,Maharashtra,120504
2958,2020-06-19,Manipur,606
2959,2020-06-19,Meghalaya,44
2960,2020-06-19,Mizoram,130
2961,2020-06-19,Nagaland,193
2962,2020-06-19,Odisha,4512
2963,2020-06-19,Puducherry,271
2964,2020-06-19,Punjab,3615
2965,2020-06-19,Rajasthan,13857
2966,2020-06-19,Sikkim,70
2967,2020-06-19,Tamil Nadu,52334
2968,2020-06-19,Telangana,6027
2969,2020-06-19,Tripura,1155
2970,2020-06-19,Uttarakhand,2102
2971,2020-06-19,Uttar Pradesh,15181
2972,2020-06-19,West Bengal,12735
2973,2020-06-20,Andaman and Nicobar Islands,45
2974,2020-06-20,Andhra Pradesh,7961
2975,2020-06-20,Arunachal Pradesh,103
2976,2020-06-20,Assam,4904
2977,2020-06-20,Bihar,7181
2978,2020-06-20,Chandigarh,381
2979,2020-06-20,Chhattisgarh,2028
2980,2020-06-20,Dadra and Nagar Haveli and Daman and Diu,62
2981,2020-06-20,Delhi,53116
2982,2020-06-20,Goa,725
2983,2020-06-20,Gujarat,26141
2984,2020-06-20,Haryana,9743
2985,2020-06-20,Himachal Pradesh,619
2986,2020-06-20,Jammu and Kashmir,5680
2987,2020-06-20,Jharkhand,1965
2988,2020-06-20,Karnataka,8281
2989,2020-06-20,Kerala,2912
2990,2020-06-20,Ladakh,744
2991,2020-06-20,Madhya Pradesh,11582
2992,2020-06-20,Maharashtra,124331
2993,2020-06-20,Manipur,681
2994,2020-06-20,Meghalaya,44
2995,2020-06-20,Mizoram,130
2996,2020-06-20,Nagaland,198
2997,2020-06-20,Odisha,4677
2998,2020-06-20,Puducherry,286
2999,2020-06-20,Punjab,3832
3000,2020-06-20,Rajasthan,14156
3001,2020-06-20,Sikkim,70
3002,2020-06-20,Tamil Nadu,54449
3003,2020-06-20,Telangana,6526
3004,2020-06-20,Tripura,1178
3005,2020-06-20,Uttarakhand,2177
3006,2020-06-20,Uttar Pradesh,15785
3007,2020-06-20,West Bengal,13090
