,Date,State,Confirmed
1515,2020-05-02,Chandigarh,88
1516,2020-05-02,Chhattisgarh,43
1517,2020-05-02,Delhi,3738
1518,2020-05-02,Goa,7
1519,2020-05-02,Gujarat,4721
1520,2020-05-02,Haryana,360
1521,2020-05-02,Himachal Pradesh,40
1522,2020-05-02,Jammu and Kashmir,639
1523,2020-05-02,Jharkhand,111
1524,2020-05-02,Karnataka,598
1525,2020-05-02,Kerala,498
1526,2020-05-02,Ladakh,22
1527,2020-05-02,Madhya Pradesh,2719
1528,2020-05-02,Maharashtra,11506
1529,2020-05-02,Manipur,2
1530,2020-05-02,Meghalaya,12
1531,2020-05-02,Mizoram,1
1532,2020-05-02,Odisha,154
1533,2020-05-02,Puducherry,8
1534,2020-05-02,Punjab,772
1535,2020-05-02,Rajasthan,2666
1536,2020-05-02,Tamil Nadu,2526
1537,2020-05-02,Telangana,1057
1538,2020-05-02,Tripura,2
1539,2020-05-02,Uttarakhand,58
1540,2020-05-02,Uttar Pradesh,2455
1541,2020-05-02,West Bengal,795
1542,2020-05-03,Andaman and Nicobar Islands,33
1543,2020-05-03,Andhra Pradesh,1583
1544,2020-05-03,Arunachal Pradesh,1
1545,2020-05-03,Assam,43
1546,2020-05-03,Bihar,482
1547,2020-05-03,Chandigarh,94
1548,2020-05-03,Chhattisgarh,43
1549,2020-05-03,Delhi,4122
1550,2020-05-03,Goa,7
1551,2020-05-03,Gujarat,5055
1552,2020-05-03,Haryana,394
1553,2020-05-03,Himachal Pradesh,40
1554,2020-05-03,Jammu and Kashmir,666
1555,2020-05-03,Jharkhand,115
1556,2020-05-03,Karnataka,606
1557,2020-05-03,Kerala,500
1558,2020-05-03,Ladakh,40
1559,2020-05-03,Madhya Pradesh,2846
1560,2020-05-03,Maharashtra,12296
1561,2020-05-03,Manipur,2
1562,2020-05-03,Meghalaya,12
1563,2020-05-03,Mizoram,1
1564,2020-05-03,Odisha,160
1565,2020-05-03,Puducherry,8
1566,2020-05-03,Punjab,772
1567,2020-05-03,Rajasthan,2772
1568,2020-05-03,Tamil Nadu,2757
1569,2020-05-03,Telangana,1063
1570,2020-05-03,Tripura,4
1571,2020-05-03,Uttarakhand,59
1572,2020-05-03,Uttar Pradesh,2626
1573,2020-05-03,West Bengal,922
1574,2020-05-04,Andaman and Nicobar Islands,33
1575,2020-05-04,Andhra Pradesh,1650
1576,2020-05-04,Arunachal Pradesh,1
1577,2020-05-04,Assam,43
1578,2020-05-04,Bihar,517
1579,2020-05-04,Chandigarh,94
1580,2020-05-04,Chhattisgarh,57
1581,2020-05-04,Delhi,4549
1582,2020-05-04,Goa,7
1583,2020-05-04,Gujarat,5428
1584,2020-05-04,Haryana,442
1585,2020-05-04,Himachal Pradesh,40
1586,2020-05-04,Jammu and Kashmir,701
1587,2020-05-04,Jharkhand,115
1588,2020-05-04,Karnataka,642
1589,2020-05-04,Kerala,500
1590,2020-05-04,Ladakh,41
1591,2020-05-04,Madhya Pradesh,2942
1592,2020-05-04,Maharashtra,12974
1593,2020-05-04,Manipur,2
1594,2020-05-04,Meghalaya,12
1595,2020-05-04,Mizoram,1
1596,2020-05-04,Odisha,163
1597,2020-05-04,Puducherry,8
1598,2020-05-04,Punjab,1102
1599,2020-05-04,Rajasthan,2886
1600,2020-05-04,Tamil Nadu,3023
1601,2020-05-04,Telangana,1082
1602,2020-05-04,Tripura,16
1603,2020-05-04,Uttarakhand,60
1604,2020-05-04,Uttar Pradesh,2742
1605,2020-05-04,West Bengal,963
1606,2020-05-05,Andaman and Nicobar Islands,33
1607,2020-05-05,Andhra Pradesh,1717
1608,2020-05-05,Arunachal Pradesh,1
1609,2020-05-05,Assam,43
1610,2020-05-05,Bihar,529
1611,2020-05-05,Chandigarh,102
1612,2020-05-05,Chhattisgarh,58
1613,2020-05-05,Delhi,4898
1614,2020-05-05,Goa,7
1615,2020-05-05,Gujarat,5804
1616,2020-05-05,Haryana,517
1617,2020-05-05,Himachal Pradesh,41
1618,2020-05-05,Jammu and Kashmir,726
1619,2020-05-05,Jharkhand,115
1620,2020-05-05,Karnataka,659
1621,2020-05-05,Kerala,500
1622,2020-05-05,Ladakh,41
1623,2020-05-05,Madhya Pradesh,3049
1624,2020-05-05,Maharashtra,14541
1625,2020-05-05,Manipur,2
1626,2020-05-05,Meghalaya,12
1627,2020-05-05,Mizoram,1
1628,2020-05-05,Odisha,170
1629,2020-05-05,Puducherry,9
1630,2020-05-05,Punjab,1233
1631,2020-05-05,Rajasthan,3061
1632,2020-05-05,Tamil Nadu,3550
1633,2020-05-05,Telangana,1085
1634,2020-05-05,Tripura,29
1635,2020-05-05,Uttarakhand,60
1636,2020-05-05,Uttar Pradesh,2859
1637,2020-05-05,West Bengal,1259
1638,2020-05-06,Andaman and Nicobar Islands,33
1639,2020-05-06,Andhra Pradesh,1717
1640,2020-05-06,Arunachal Pradesh,1
1641,2020-05-06,Assam,43
1642,2020-05-06,Bihar,536
1643,2020-05-06,Chandigarh,111
1644,2020-05-06,Chhattisgarh,59
1645,2020-05-06,Dadar Nagar Haveli,1
1646,2020-05-06,Delhi,5104
1647,2020-05-06,Goa,7
1648,2020-05-06,Gujarat,6245
1649,2020-05-06,Haryana,548
1650,2020-05-06,Himachal Pradesh,42
1651,2020-05-06,Jammu and Kashmir,741
1652,2020-05-06,Jharkhand,125
1653,2020-05-06,Karnataka,671
1654,2020-05-06,Kerala,502
1655,2020-05-06,Ladakh,41
1656,2020-05-06,Madhya Pradesh,3049
1657,2020-05-06,Maharashtra,15525
1658,2020-05-06,Manipur,2
1659,2020-05-06,Meghalaya,12
1660,2020-05-06,Mizoram,1
1661,2020-05-06,Odisha,175
1662,2020-05-06,Puducherry,9
1663,2020-05-06,Punjab,1451
1664,2020-05-06,Rajasthan,3158
1665,2020-05-06,Tamil Nadu,4058
1666,2020-05-06,Telangana,1096
1667,2020-05-06,Tripura,43
1668,2020-05-06,Uttarakhand,61
1669,2020-05-06,Uttar Pradesh,2880
1670,2020-05-06,West Bengal,1344
1671,2020-05-07,Andaman and Nicobar Islands,33
1672,2020-05-07,Andhra Pradesh,1777
1673,2020-05-07,Arunachal Pradesh,1
1674,2020-05-07,Assam,45
1675,2020-05-07,Bihar,542
1676,2020-05-07,Chandigarh,120
1677,2020-05-07,Chhattisgarh,59
1678,2020-05-07,Dadar Nagar Haveli,1
1679,2020-05-07,Delhi,5532
1680,2020-05-07,Goa,7
1681,2020-05-07,Gujarat,6625
1682,2020-05-07,Haryana,594
1683,2020-05-07,Himachal Pradesh,45
1684,2020-05-07,Jammu and Kashmir,775
1685,2020-05-07,Jharkhand,127
1686,2020-05-07,Karnataka,693
1687,2020-05-07,Kerala,503
1688,2020-05-07,Ladakh,41
1689,2020-05-07,Madhya Pradesh,3138
1690,2020-05-07,Maharashtra,16758
1691,2020-05-07,Manipur,2
1692,2020-05-07,Meghalaya,12
1693,2020-05-07,Mizoram,1
1694,2020-05-07,Odisha,185
1695,2020-05-07,Puducherry,9
1696,2020-05-07,Punjab,1516
1697,2020-05-07,Rajasthan,3317
1698,2020-05-07,Tamil Nadu,4829
1699,2020-05-07,Telangana,1107
1700,2020-05-07,Tripura,43
1701,2020-05-07,Uttarakhand,61
1702,2020-05-07,Uttar Pradesh,2998
1703,2020-05-07,West Bengal,1456
1704,2020-05-08,Andaman and Nicobar Islands,33
1705,2020-05-08,Andhra Pradesh,1847
1706,2020-05-08,Arunachal Pradesh,1
1707,2020-05-08,Assam,54
1708,2020-05-08,Bihar,550
1709,2020-05-08,Chandigarh,135
1710,2020-05-08,Chhattisgarh,59
1711,2020-05-08,Dadar Nagar Haveli,1
1712,2020-05-08,Delhi,5980
1713,2020-05-08,Goa,7
1714,2020-05-08,Gujarat,7012
1715,2020-05-08,Haryana,625
1716,2020-05-08,Himachal Pradesh,46
1717,2020-05-08,Jammu and Kashmir,793
1718,2020-05-08,Jharkhand,132
1719,2020-05-08,Karnataka,705
1720,2020-05-08,Kerala,503
1721,2020-05-08,Ladakh,42
1722,2020-05-08,Madhya Pradesh,3252
1723,2020-05-08,Maharashtra,17974
1724,2020-05-08,Manipur,2
1725,2020-05-08,Meghalaya,12
1726,2020-05-08,Mizoram,1
1727,2020-05-08,Odisha,219
1728,2020-05-08,Puducherry,9
1729,2020-05-08,Punjab,1644
1730,2020-05-08,Rajasthan,3427
1731,2020-05-08,Tamil Nadu,5409
1732,2020-05-08,Telangana,1123
1733,2020-05-08,Tripura,65
1734,2020-05-08,Uttarakhand,61
1735,2020-05-08,Uttar Pradesh,3071
1736,2020-05-08,West Bengal,1548
1737,2020-05-09,Andaman and Nicobar Islands,33
1738,2020-05-09,Andhra Pradesh,1887
1739,2020-05-09,Arunachal Pradesh,1
1740,2020-05-09,Assam,59
1741,2020-05-09,Bihar,571
1742,2020-05-09,Chandigarh,150
1743,2020-05-09,Chhattisgarh,59
1744,2020-05-09,Dadar Nagar Haveli,1
1745,2020-05-09,Delhi,6318
1746,2020-05-09,Goa,7
1747,2020-05-09,Gujarat,7402
1748,2020-05-09,Haryana,647
1749,2020-05-09,Himachal Pradesh,50
1750,2020-05-09,Jammu and Kashmir,823
1751,2020-05-09,Jharkhand,132
1752,2020-05-09,Karnataka,753
1753,2020-05-09,Kerala,503
1754,2020-05-09,Ladakh,42
1755,2020-05-09,Madhya Pradesh,3341
1756,2020-05-09,Maharashtra,19063
1757,2020-05-09,Manipur,2
1758,2020-05-09,Meghalaya,12
1759,2020-05-09,Mizoram,1
1760,2020-05-09,Odisha,271
1761,2020-05-09,Puducherry,9
1762,2020-05-09,Punjab,1731
1763,2020-05-09,Rajasthan,3579
1764,2020-05-09,Tamil Nadu,6009
1765,2020-05-09,Telangana,1133
1766,2020-05-09,Tripura,118
1767,2020-05-09,Uttarakhand,63
1768,2020-05-09,Uttar Pradesh,3214
1769,2020-05-09,West Bengal,1678
1770,2020-05-10,Andaman and Nicobar Islands,33
1771,2020-05-10,Andhra Pradesh,1930
1772,2020-05-10,Arunachal Pradesh,1
1773,2020-05-10,Assam,63
1774,2020-05-10,Bihar,591
1775,2020-05-10,Chandigarh,169
1776,2020-05-10,Chhattisgarh,59
1777,2020-05-10,Dadar Nagar Haveli,1
1778,2020-05-10,Delhi,6542
1779,2020-05-10,Goa,7
1780,2020-05-10,Gujarat,7796
1781,2020-05-10,Haryana,675
1782,2020-05-10,Himachal Pradesh,50
1783,2020-05-10,Jammu and Kashmir,836
1784,2020-05-10,Jharkhand,156
1785,2020-05-10,Karnataka,794
1786,2020-05-10,Kerala,505
1787,2020-05-10,Ladakh,42
1788,2020-05-10,Madhya Pradesh,3614
1789,2020-05-10,Maharashtra,20228
1790,2020-05-10,Manipur,2
1791,2020-05-10,Meghalaya,13
1792,2020-05-10,Mizoram,1
1793,2020-05-10,Odisha,294
1794,2020-05-10,Puducherry,9
1795,2020-05-10,Punjab,1762
1796,2020-05-10,Rajasthan,3708
1797,2020-05-10,Tamil Nadu,6535
1798,2020-05-10,Telangana,1163
1799,2020-05-10,Tripura,134
1800,2020-05-10,Uttarakhand,67
1801,2020-05-10,Uttar Pradesh,3373
1802,2020-05-10,West Bengal,1786
1803,2020-05-11,Andaman and Nicobar Islands,33
1804,2020-05-11,Andhra Pradesh,1980
1805,2020-05-11,Arunachal Pradesh,1
1806,2020-05-11,Assam,63
1807,2020-05-11,Bihar,696
1808,2020-05-11,Chandigarh,169
1809,2020-05-11,Chhattisgarh,59
1810,2020-05-11,Dadar Nagar Haveli,1
1811,2020-05-11,Delhi,6923
1812,2020-05-11,Goa,7
1813,2020-05-11,Gujarat,8194
1814,2020-05-11,Haryana,703
1815,2020-05-11,Himachal Pradesh,55
1816,2020-05-11,Jammu and Kashmir,861
1817,2020-05-11,Jharkhand,157
1818,2020-05-11,Karnataka,848
1819,2020-05-11,Kerala,512
1820,2020-05-11,Ladakh,42
1821,2020-05-11,Madhya Pradesh,3614
1822,2020-05-11,Maharashtra,22171
1823,2020-05-11,Manipur,2
1824,2020-05-11,Meghalaya,13
1825,2020-05-11,Mizoram,1
1826,2020-05-11,Odisha,377
1827,2020-05-11,Puducherry,9
1828,2020-05-11,Punjab,1823
1829,2020-05-11,Rajasthan,3814
1830,2020-05-11,Tamil Nadu,7204
1831,2020-05-11,Telangana,1196
1832,2020-05-11,Tripura,150
1833,2020-05-11,Uttarakhand,68
1834,2020-05-11,Uttar Pradesh,3467
1835,2020-05-11,West Bengal,1939
1836,2020-05-12,Andaman and Nicobar Islands,33
1837,2020-05-12,Andhra Pradesh,2018
1838,2020-05-12,Arunachal Pradesh,1
1839,2020-05-12,Assam,65
1840,2020-05-12,Bihar,747
1841,2020-05-12,Chandigarh,174
1842,2020-05-12,Chhattisgarh,59
1843,2020-05-12,Dadar Nagar Haveli,1
1844,2020-05-12,Delhi,7233
1845,2020-05-12,Goa,7
1846,2020-05-12,Gujarat,8541
1847,2020-05-12,Haryana,730
1848,2020-05-12,Himachal Pradesh,59
1849,2020-05-12,Jammu and Kashmir,879
1850,2020-05-12,Jharkhand,160
1851,2020-05-12,Karnataka,862
1852,2020-05-12,Kerala,519
1853,2020-05-12,Ladakh,42
1854,2020-05-12,Madhya Pradesh,3785
1855,2020-05-12,Maharashtra,23401
1856,2020-05-12,Manipur,2
1857,2020-05-12,Meghalaya,13
1858,2020-05-12,Mizoram,1
1859,2020-05-12,Odisha,414
1860,2020-05-12,Puducherry,12
1861,2020-05-12,Punjab,1877
1862,2020-05-12,Rajasthan,3988
1863,2020-05-12,Tamil Nadu,8002
1864,2020-05-12,Telangana,1275
1865,2020-05-12,Tripura,152
1866,2020-05-12,Uttarakhand,68
1867,2020-05-12,Uttar Pradesh,3573
1868,2020-05-12,West Bengal,2063
1869,2020-05-13,Andaman and Nicobar Islands,33
1870,2020-05-13,Andhra Pradesh,2090
1871,2020-05-13,Arunachal Pradesh,1
1872,2020-05-13,Assam,65
1873,2020-05-13,Bihar,831
1874,2020-05-13,Chandigarh,187
1875,2020-05-13,Chhattisgarh,59
1876,2020-05-13,Dadar Nagar Haveli,1
1877,2020-05-13,Delhi,7639
1878,2020-05-13,Goa,7
1879,2020-05-13,Gujarat,8903
1880,2020-05-13,Haryana,780
1881,2020-05-13,Himachal Pradesh,65
1882,2020-05-13,Jammu and Kashmir,934
1883,2020-05-13,Jharkhand,172
1884,2020-05-13,Karnataka,925
1885,2020-05-13,Kerala,524
1886,2020-05-13,Ladakh,42
1887,2020-05-13,Madhya Pradesh,3986
1888,2020-05-13,Maharashtra,24427
1889,2020-05-13,Manipur,2
1890,2020-05-13,Meghalaya,13
1891,2020-05-13,Mizoram,1
1892,2020-05-13,Odisha,437
1893,2020-05-13,Puducherry,13
1894,2020-05-13,Punjab,1914
1895,2020-05-13,Rajasthan,4126
1896,2020-05-13,Tamil Nadu,8718
1897,2020-05-13,Telangana,1326
1898,2020-05-13,Tripura,154
1899,2020-05-13,Uttarakhand,69
1900,2020-05-13,Uttar Pradesh,3664
1901,2020-05-13,West Bengal,2173
1902,2020-05-14,Andaman and Nicobar Islands,33
1903,2020-05-14,Andhra Pradesh,2137
1904,2020-05-14,Arunachal Pradesh,1
1905,2020-05-14,Assam,80
1906,2020-05-14,Bihar,940
1907,2020-05-14,Chandigarh,187
1908,2020-05-14,Chhattisgarh,59
1909,2020-05-14,Dadar Nagar Haveli,1
1910,2020-05-14,Delhi,7998
1911,2020-05-14,Goa,7
1912,2020-05-14,Gujarat,9267
1913,2020-05-14,Haryana,793
1914,2020-05-14,Himachal Pradesh,66
1915,2020-05-14,Jammu and Kashmir,971
1916,2020-05-14,Jharkhand,173
1917,2020-05-14,Karnataka,959
1918,2020-05-14,Kerala,534
1919,2020-05-14,Ladakh,43
1920,2020-05-14,Madhya Pradesh,4173
1921,2020-05-14,Maharashtra,25922
1922,2020-05-14,Manipur,2
1923,2020-05-14,Meghalaya,13
1924,2020-05-14,Mizoram,1
1925,2020-05-14,Odisha,538
1926,2020-05-14,Puducherry,13
1927,2020-05-14,Punjab,1924
1928,2020-05-14,Rajasthan,4328
1929,2020-05-14,Tamil Nadu,9227
1930,2020-05-14,Telangana,1367
1931,2020-05-14,Tripura,155
1932,2020-05-14,Uttarakhand,72
1933,2020-05-14,Uttar Pradesh,3729
1934,2020-05-14,West Bengal,2290
1935,2020-05-15,Andaman and Nicobar Islands,33
1936,2020-05-15,Andhra Pradesh,2205
1937,2020-05-15,Arunachal Pradesh,1
1938,2020-05-15,Assam,87
1939,2020-05-15,Bihar,994
1940,2020-05-15,Chandigarh,191
1941,2020-05-15,Chhattisgarh,60
1942,2020-05-15,Dadar Nagar Haveli,1
1943,2020-05-15,Delhi,8470
1944,2020-05-15,Goa,14
1945,2020-05-15,Gujarat,9591
1946,2020-05-15,Haryana,818
1947,2020-05-15,Himachal Pradesh,74
1948,2020-05-15,Jammu and Kashmir,983
1949,2020-05-15,Jharkhand,197
1950,2020-05-15,Karnataka,987
1951,2020-05-15,Kerala,560
1952,2020-05-15,Ladakh,43
1953,2020-05-15,Madhya Pradesh,4426
1954,2020-05-15,Maharashtra,27524
1955,2020-05-15,Manipur,3
1956,2020-05-15,Meghalaya,13
1957,2020-05-15,Mizoram,1
1958,2020-05-15,Odisha,611
1959,2020-05-15,Puducherry,13
1960,2020-05-15,Punjab,1935
1961,2020-05-15,Rajasthan,4534
1962,2020-05-15,Tamil Nadu,9674
1963,2020-05-15,Telangana,1414
1964,2020-05-15,Tripura,156
1965,2020-05-15,Uttarakhand,78
1966,2020-05-15,Uttar Pradesh,3902
1967,2020-05-15,West Bengal,2377
1968,2020-05-16,Andaman and Nicobar Islands,33
1969,2020-05-16,Andhra Pradesh,2307
1970,2020-05-16,Arunachal Pradesh,1
1971,2020-05-16,Assam,90
1972,2020-05-16,Bihar,1018
1973,2020-05-16,Chandigarh,191
1974,2020-05-16,Chhattisgarh,66
1975,2020-05-16,Dadar Nagar Haveli,1
1976,2020-05-16,Delhi,8895
1977,2020-05-16,Goa,15
1978,2020-05-16,Gujarat,9931
1979,2020-05-16,Haryana,818
1980,2020-05-16,Himachal Pradesh,76
1981,2020-05-16,Jammu and Kashmir,1013
1982,2020-05-16,Jharkhand,203
1983,2020-05-16,Karnataka,1056
1984,2020-05-16,Kerala,576
1985,2020-05-16,Ladakh,43
1986,2020-05-16,Madhya Pradesh,4595
1987,2020-05-16,Maharashtra,29100
1988,2020-05-16,Manipur,3
1989,2020-05-16,Meghalaya,13
1990,2020-05-16,Mizoram,1
1991,2020-05-16,Odisha,672
1992,2020-05-16,Puducherry,13
1993,2020-05-16,Punjab,1935
1994,2020-05-16,Rajasthan,4727
1995,2020-05-16,Tamil Nadu,10108
1996,2020-05-16,Telangana,1454
1997,2020-05-16,Tripura,156
1998,2020-05-16,Uttarakhand,82
1999,2020-05-16,Uttar Pradesh,4057
2000,2020-05-16,West Bengal,2461
2001,2020-05-17,Andaman and Nicobar Islands,33
2002,2020-05-17,Andhra Pradesh,2355
2003,2020-05-17,Arunachal Pradesh,1
2004,2020-05-17,Assam,92
2005,2020-05-17,Bihar,1179
2006,2020-05-17,Chandigarh,191
2007,2020-05-17,Chhattisgarh,67
2008,2020-05-17,Dadar Nagar Haveli,1
2009,2020-05-17,Delhi,9333
2010,2020-05-17,Goa,17
2011,2020-05-17,Gujarat,10988
2012,2020-05-17,Haryana,887
2013,2020-05-17,Himachal Pradesh,78
2014,2020-05-17,Jammu and Kashmir,1121
2015,2020-05-17,Jharkhand,217
2016,2020-05-17,Karnataka,1092
2017,2020-05-17,Kerala,587
2018,2020-05-17,Ladakh,43
2019,2020-05-17,Madhya Pradesh,4789
2020,2020-05-17,Maharashtra,30706
2021,2020-05-17,Manipur,7
2022,2020-05-17,Meghalaya,13
2023,2020-05-17,Mizoram,1
2024,2020-05-17,Odisha,737
2025,2020-05-17,Puducherry,13
2026,2020-05-17,Punjab,1946
2027,2020-05-17,Rajasthan,4960
2028,2020-05-17,Tamil Nadu,10585
2029,2020-05-17,Telangana,1509
2030,2020-05-17,Tripura,167
2031,2020-05-17,Uttarakhand,88
2032,2020-05-17,Uttar Pradesh,4258
2033,2020-05-17,West Bengal,2576
2034,2020-05-18,Andaman and Nicobar Islands,33
2035,2020-05-18,Andhra Pradesh,2407
2036,2020-05-18,Arunachal Pradesh,1
2037,2020-05-18,Assam,101
2038,2020-05-18,Bihar,1262
2039,2020-05-18,Chandigarh,191
2040,2020-05-18,Chhattisgarh,86
2041,2020-05-18,Dadar Nagar Haveli,1
2042,2020-05-18,Delhi,10054
2043,2020-05-18,Goa,29
2044,2020-05-18,Gujarat,11379
2045,2020-05-18,Haryana,910
2046,2020-05-18,Himachal Pradesh,80
2047,2020-05-18,Jammu and Kashmir,1183
2048,2020-05-18,Jharkhand,223
2049,2020-05-18,Karnataka,1147
2050,2020-05-18,Kerala,601
2051,2020-05-18,Ladakh,43
2052,2020-05-18,Madhya Pradesh,4977
2053,2020-05-18,Maharashtra,33053
2054,2020-05-18,Manipur,7
2055,2020-05-18,Meghalaya,13
2056,2020-05-18,Mizoram,1
2057,2020-05-18,Odisha,828
2058,2020-05-18,Puducherry,13
2059,2020-05-18,Punjab,1964
2060,2020-05-18,Rajasthan,5202
2061,2020-05-18,Tamil Nadu,11224
2062,2020-05-18,Telangana,1551
2063,2020-05-18,Tripura,167
2064,2020-05-18,Uttarakhand,92
2065,2020-05-18,Uttar Pradesh,4259
2066,2020-05-18,West Bengal,2677
2067,2020-05-19,Andaman and Nicobar Islands,33
2068,2020-05-19,Andhra Pradesh,2474
2069,2020-05-19,Arunachal Pradesh,1
2070,2020-05-19,Assam,107
2071,2020-05-19,Bihar,1391
2072,2020-05-19,Chandigarh,196
2073,2020-05-19,Chhattisgarh,93
2074,2020-05-19,Dadar Nagar Haveli,1
2075,2020-05-19,Delhi,10054
2076,2020-05-19,Goa,38
2077,2020-05-19,Gujarat,11745
2078,2020-05-19,Haryana,928
2079,2020-05-19,Himachal Pradesh,90
2080,2020-05-19,Jammu and Kashmir,1289
2081,2020-05-19,Jharkhand,223
2082,2020-05-19,Karnataka,1246
2083,2020-05-19,Kerala,630
2084,2020-05-19,Ladakh,43
2085,2020-05-19,Madhya Pradesh,5236
2086,2020-05-19,Maharashtra,35058
2087,2020-05-19,Manipur,7
2088,2020-05-19,Meghalaya,13
2089,2020-05-19,Mizoram,1
2090,2020-05-19,Odisha,876
2091,2020-05-19,Puducherry,18
2092,2020-05-19,Punjab,1980
2093,2020-05-19,Rajasthan,5507
2094,2020-05-19,Tamil Nadu,11760
2095,2020-05-19,Telangana,1597
2096,2020-05-19,Tripura,167
2097,2020-05-19,Uttarakhand,93
2098,2020-05-19,Uttar Pradesh,4605
2099,2020-05-19,West Bengal,2825
2100,2020-05-20,Andaman and Nicobar Islands,33
2101,2020-05-20,Andhra Pradesh,2532
2102,2020-05-20,Arunachal Pradesh,1
2103,2020-05-20,Assam,142
2104,2020-05-20,Bihar,1498
2105,2020-05-20,Chandigarh,200
2106,2020-05-20,Chhattisgarh,101
2107,2020-05-20,Dadar Nagar Haveli,1
2108,2020-05-20,Delhi,10554
2109,2020-05-20,Goa,46
2110,2020-05-20,Gujarat,12140
2111,2020-05-20,Haryana,964
2112,2020-05-20,Himachal Pradesh,92
2113,2020-05-20,Jammu and Kashmir,1317
2114,2020-05-20,Jharkhand,231
2115,2020-05-20,Karnataka,1397
2116,2020-05-20,Kerala,642
2117,2020-05-20,Ladakh,43
2118,2020-05-20,Madhya Pradesh,5465
2119,2020-05-20,Maharashtra,37136
2120,2020-05-20,Manipur,9
2121,2020-05-20,Meghalaya,13
2122,2020-05-20,Mizoram,1
2123,2020-05-20,Odisha,978
2124,2020-05-20,Puducherry,18
2125,2020-05-20,Punjab,2002
2126,2020-05-20,Rajasthan,5845
2127,2020-05-20,Tamil Nadu,12448
2128,2020-05-20,Telangana,1634
2129,2020-05-20,Tripura,173
2130,2020-05-20,Uttarakhand,111
2131,2020-05-20,Uttar Pradesh,4926
2132,2020-05-20,West Bengal,2961
2133,2020-05-21,Andaman and Nicobar Islands,33
2134,2020-05-21,Andhra Pradesh,2602
2135,2020-05-21,Arunachal Pradesh,1
2136,2020-05-21,Assam,170
2137,2020-05-21,Bihar,1674
2138,2020-05-21,Chandigarh,202
2139,2020-05-21,Chhattisgarh,115
2140,2020-05-21,Dadar Nagar Haveli,1
2141,2020-05-21,Delhi,11088
2142,2020-05-21,Goa,50
2143,2020-05-21,Gujarat,12537
2144,2020-05-21,Haryana,993
2145,2020-05-21,Himachal Pradesh,110
2146,2020-05-21,Jammu and Kashmir,1390
2147,2020-05-21,Jharkhand,231
2148,2020-05-21,Karnataka,1462
2149,2020-05-21,Kerala,666
2150,2020-05-21,Ladakh,44
2151,2020-05-21,Madhya Pradesh,5735
2152,2020-05-21,Maharashtra,39297
2153,2020-05-21,Manipur,25
2154,2020-05-21,Meghalaya,14
2155,2020-05-21,Mizoram,1
2156,2020-05-21,Odisha,1052
2157,2020-05-21,Puducherry,18
2158,2020-05-21,Punjab,2005
2159,2020-05-21,Rajasthan,6015
2160,2020-05-21,Tamil Nadu,13191
2161,2020-05-21,Telangana,1661
2162,2020-05-21,Tripura,173
2163,2020-05-21,Uttarakhand,122
2164,2020-05-21,Uttar Pradesh,5175
2165,2020-05-21,West Bengal,3103
2166,2020-05-28,Andaman and Nicobar Islands,33
2167,2020-05-28,Andhra Pradesh,3171
2168,2020-05-28,Arunachal Pradesh,2
2169,2020-05-28,Assam,781
2170,2020-05-28,Bihar,3061
2171,2020-05-28,Chandigarh,279
2172,2020-05-28,Chhattisgarh,369
2173,2020-05-28,Dadar Nagar Haveli,2
2174,2020-05-28,Delhi,15257
2175,2020-05-28,Goa,68
2176,2020-05-28,Gujarat,15195
2177,2020-05-28,Haryana,1381
2178,2020-05-28,Himachal Pradesh,273
2179,2020-05-28,Jammu and Kashmir,1921
2180,2020-05-28,Jharkhand,448
2181,2020-05-28,Karnataka,2418
2182,2020-05-28,Kerala,1004
2183,2020-05-28,Ladakh,53
2184,2020-05-28,Madhya Pradesh,7261
2185,2020-05-28,Maharashtra,56948
2186,2020-05-28,Manipur,44
2187,2020-05-28,Meghalaya,20
2188,2020-05-28,Mizoram,1
2189,2020-05-28,Nagaland,4
2190,2020-05-28,Odisha,1593
2191,2020-05-28,Puducherry,46
2192,2020-05-28,Punjab,2139
2193,2020-05-28,Rajasthan,7703
2194,2020-05-28,Sikkim,1
2195,2020-05-28,Tamil Nadu,18545
2196,2020-05-28,Telangana,2098
2197,2020-05-28,Tripura,230
2198,2020-05-28,Uttarakhand,469
2199,2020-05-28,Uttar Pradesh,6991
2200,2020-05-28,West Bengal,4192
2201,2020-05-29,Andaman and Nicobar Islands,33
2202,2020-05-29,Andhra Pradesh,3251
2203,2020-05-29,Arunachal Pradesh,3
2204,2020-05-29,Assam,856
2205,2020-05-29,Bihar,3296
2206,2020-05-29,Chandigarh,288
2207,2020-05-29,Chhattisgarh,399
2208,2020-05-29,Dadar Nagar Haveli,2
2209,2020-05-29,Delhi,16281
2210,2020-05-29,Goa,69
2211,2020-05-29,Gujarat,15562
2212,2020-05-29,Haryana,1504
2213,2020-05-29,Himachal Pradesh,276
2214,2020-05-29,Jammu and Kashmir,2036
2215,2020-05-29,Jharkhand,469
2216,2020-05-29,Karnataka,2533
2217,2020-05-29,Kerala,1088
2218,2020-05-29,Ladakh,73
2219,2020-05-29,Madhya Pradesh,7453
2220,2020-05-29,Maharashtra,59546
2221,2020-05-29,Manipur,55
2222,2020-05-29,Meghalaya,21
2223,2020-05-29,Mizoram,1
2224,2020-05-29,Nagaland,18
2225,2020-05-29,Odisha,1660
2226,2020-05-29,Puducherry,51
2227,2020-05-29,Punjab,2158
2228,2020-05-29,Rajasthan,8067
2229,2020-05-29,Sikkim,1
